id,kfold,sentiment,rf_lsa_pred
4256,0,1,0.66
4257,0,0,0.445
4258,0,0,0.17
4259,0,1,0.6
4260,0,0,0.575
4261,0,0,0.2
4262,0,0,0.52
4263,0,1,0.62
4264,0,0,0.255
4265,0,0,0.14
4266,0,0,0.14
4267,0,0,0.435
4268,0,1,0.77
4269,0,0,0.31
4270,0,1,0.685
4271,0,1,0.45
4272,0,0,0.295
4273,0,1,0.785
4274,0,0,0.27
4275,0,1,0.665
4276,0,1,0.475
4277,0,0,0.475
4278,0,0,0.89
4279,0,1,0.505
4280,0,1,0.62
4281,0,0,0.38
4282,0,1,0.625
4283,0,1,0.79
4284,0,1,0.695
4285,0,1,0.605
4286,0,0,0.275
4287,0,1,0.755
4288,0,0,0.645
4289,0,1,0.9
4290,0,1,0.65
4291,0,1,0.51
4292,0,0,0.42
4293,0,0,0.275
4294,0,0,0.43
4295,0,1,0.88
4296,0,1,0.625
4297,0,0,0.29
4298,0,1,0.845
4299,0,1,0.615
4300,0,1,0.515
4301,0,1,0.3
4302,0,1,0.75
4303,0,1,0.555
4304,0,0,0.875
4305,0,1,0.73
4306,0,0,0.4
4307,0,1,0.9
4308,0,1,0.795
4309,0,0,0.39
4310,0,0,0.41
4311,0,0,0.69
4312,0,1,0.53
4313,0,0,0.65
4314,0,0,0.52
4315,0,0,0.475
4316,0,0,0.38
4317,0,1,0.385
4318,0,1,0.725
4319,0,0,0.16
4320,0,1,0.655
4321,0,0,0.17
4322,0,1,0.475
4323,0,1,0.61
4324,0,1,0.54
4325,0,0,0.265
4326,0,1,0.54
4327,0,1,0.645
4328,0,0,0.425
4329,0,1,0.775
4330,0,1,0.495
4331,0,1,0.85
4332,0,0,0.51
4333,0,0,0.42
4334,0,0,0.185
4335,0,0,0.445
4336,0,1,0.58
4337,0,0,0.32
4338,0,0,0.57
4339,0,1,0.835
4340,0,1,0.47
4341,0,1,0.53
4342,0,0,0.625
4343,0,1,0.615
4344,0,1,0.705
4345,0,0,0.325
4346,0,1,0.71
4347,0,0,0.195
4348,0,1,0.89
4349,0,1,0.345
4350,0,1,0.745
4351,0,0,0.385
4352,0,1,0.665
4353,0,0,0.445
4354,0,1,0.87
4355,0,1,0.615
4356,0,0,0.36
4357,0,1,0.39
4358,0,1,0.84
4359,0,0,0.225
4360,0,0,0.465
4361,0,1,0.695
4362,0,0,0.075
4363,0,0,0.29
4364,0,1,0.575
4365,0,0,0.455
4366,0,1,0.665
4367,0,1,0.575
4368,0,1,0.71
4369,0,0,0.245
4370,0,1,0.675
4371,0,0,0.405
4372,0,0,0.325
4373,0,0,0.175
4374,0,1,0.535
4375,0,0,0.21
4376,0,0,0.3
4377,0,1,0.72
4378,0,0,0.32
4379,0,1,0.33
4380,0,1,0.65
4381,0,1,0.675
4382,0,1,0.555
4383,0,1,0.41
4384,0,1,0.7
4385,0,0,0.105
4386,0,1,0.305
4387,0,0,0.575
4388,0,1,0.805
4389,0,1,0.84
4390,0,1,0.635
4391,0,0,0.17
4392,0,0,0.425
4393,0,0,0.275
4394,0,1,0.67
4395,0,0,0.31
4396,0,0,0.25
4397,0,1,0.45
4398,0,1,0.685
4399,0,1,0.61
4400,0,1,0.37
4401,0,0,0.385
4402,0,0,0.395
4403,0,0,0.4
4404,0,1,0.86
4405,0,0,0.305
4406,0,1,0.445
4407,0,1,0.61
4408,0,0,0.55
4409,0,1,0.685
4410,0,1,0.72
4411,0,0,0.38
4412,0,1,0.375
4413,0,0,0.36
4414,0,1,0.755
4415,0,1,0.345
4416,0,0,0.41
4417,0,1,0.705
4418,0,0,0.18
4419,0,0,0.335
4420,0,0,0.425
4421,0,1,0.77
4422,0,0,0.29
4423,0,0,0.24
4424,0,1,0.565
4425,0,1,0.59
4426,0,1,0.755
4427,0,1,0.67
4428,0,1,0.58
4429,0,0,0.33
4430,0,0,0.585
4431,0,0,0.24
4432,0,1,0.495
4433,0,0,0.365
4434,0,0,0.46
4435,0,0,0.29
4436,0,1,0.56
4437,0,1,0.745
4438,0,1,0.64
4439,0,0,0.275
4440,0,1,0.84
4441,0,1,0.445
4442,0,1,0.61
4443,0,0,0.345
4444,0,1,0.825
4445,0,0,0.395
4446,0,0,0.23
4447,0,1,0.665
4448,0,0,0.365
4449,0,0,0.465
4450,0,0,0.3
4451,0,0,0.28
4452,0,1,0.525
4453,0,1,0.675
4454,0,0,0.425
4455,0,1,0.685
4456,0,1,0.69
4457,0,0,0.275
4458,0,1,0.86
4459,0,0,0.37
4460,0,1,0.5
4461,0,1,0.685
4462,0,1,0.4
4463,0,1,0.345
4464,0,1,0.395
4465,0,1,0.655
4466,0,0,0.315
4467,0,0,0.26
4468,0,1,0.58
4469,0,0,0.395
4470,0,1,0.73
4471,0,1,0.52
4472,0,1,0.7
4473,0,1,0.565
4474,0,0,0.315
4475,0,1,0.84
4476,0,1,0.79
4477,0,1,0.635
4478,0,1,0.765
4479,0,1,0.795
4480,0,0,0.315
4481,0,0,0.355
4482,0,0,0.405
4483,0,0,0.435
4484,0,1,0.445
4485,0,0,0.32
4486,0,1,0.63
4487,0,1,0.69
4488,0,0,0.38
4489,0,1,0.72
4490,0,1,0.74
4491,0,0,0.155
4492,0,1,0.62
4493,0,1,0.585
4494,0,0,0.41
4495,0,0,0.46
4496,0,1,0.615
4497,0,1,0.545
4498,0,0,0.44
4499,0,1,0.545
4500,0,1,0.455
4501,0,0,0.55
4502,0,0,0.65
4503,0,0,0.61
4504,0,0,0.295
4505,0,1,0.54
4506,0,0,0.58
4507,0,1,0.555
4508,0,1,0.755
4509,0,0,0.175
4510,0,1,0.9
4511,0,1,0.755
4512,0,0,0.34
4513,0,1,0.845
4514,0,1,0.62
4515,0,1,0.575
4516,0,0,0.58
4517,0,0,0.275
4518,0,1,0.91
4519,0,0,0.46
4520,0,0,0.435
4521,0,0,0.505
4522,0,1,0.66
4523,0,0,0.49
4524,0,0,0.105
4525,0,1,0.66
4526,0,1,0.825
4527,0,0,0.355
4528,0,1,0.42
4529,0,0,0.265
4530,0,1,0.38
4531,0,1,0.71
4532,0,1,0.775
4533,0,0,0.35
4534,0,0,0.33
4535,0,0,0.225
4536,0,1,0.705
4537,0,0,0.15
4538,0,0,0.32
4539,0,1,0.51
4540,0,1,0.47
4541,0,1,0.355
4542,0,1,0.765
4543,0,0,0.365
4544,0,1,0.84
4545,0,1,0.785
4546,0,1,0.815
4547,0,0,0.43
4548,0,0,0.475
4549,0,1,0.62
4550,0,1,0.7
4551,0,0,0.33
4552,0,0,0.41
4553,0,1,0.86
4554,0,0,0.555
4555,0,1,0.75
4556,0,0,0.335
4557,0,1,0.51
4558,0,1,0.63
4559,0,1,0.54
4560,0,1,0.86
4561,0,0,0.33
4562,0,0,0.24
4563,0,0,0.45
4564,0,0,0.135
4565,0,0,0.39
4566,0,1,0.7
4567,0,1,0.51
4568,0,1,0.55
4569,0,1,0.745
4570,0,0,0.215
4571,0,1,0.87
4572,0,1,0.68
4573,0,1,0.715
4574,0,0,0.505
4575,0,0,0.455
4576,0,0,0.365
4577,0,1,0.77
4578,0,1,0.275
4579,0,1,0.805
4580,0,1,0.66
4581,0,0,0.2
4582,0,0,0.535
4583,0,1,0.74
4584,0,1,0.645
4585,0,0,0.285
4586,0,0,0.2
4587,0,1,0.785
4588,0,0,0.455
4589,0,0,0.445
4590,0,0,0.3
4591,0,1,0.5
4592,0,1,0.72
4593,0,0,0.285
4594,0,1,0.83
4595,0,0,0.26
4596,0,0,0.195
4597,0,1,0.61
4598,0,1,0.505
4599,0,0,0.36
4600,0,0,0.39
4601,0,0,0.635
4602,0,1,0.86
4603,0,1,0.74
4604,0,1,0.795
4605,0,1,0.605
4606,0,0,0.515
4607,0,0,0.575
4608,0,1,0.61
4609,0,1,0.725
4610,0,1,0.6
4611,0,0,0.59
4612,0,1,0.535
4613,0,0,0.37
4614,0,1,0.675
4615,0,0,0.475
4616,0,0,0.42
4617,0,1,0.62
4618,0,1,0.67
4619,0,0,0.14
4620,0,1,0.75
4621,0,1,0.45
4622,0,0,0.535
4623,0,0,0.145
4624,0,1,0.705
4625,0,1,0.76
4626,0,1,0.675
4627,0,1,0.545
4628,0,0,0.525
4629,0,1,0.41
4630,0,0,0.485
4631,0,0,0.2
4632,0,1,0.57
4633,0,0,0.29
4634,0,0,0.125
4635,0,0,0.405
4636,0,1,0.505
4637,0,0,0.305
4638,0,0,0.56
4639,0,0,0.41
4640,0,0,0.25
4641,0,1,0.685
4642,0,0,0.22
4643,0,1,0.525
4644,0,0,0.56
4645,0,0,0.255
4646,0,0,0.575
4647,0,1,0.665
4648,0,1,0.865
4649,0,0,0.58
4650,0,0,0.08
4651,0,1,0.505
4652,0,1,0.52
4653,0,1,0.47
4654,0,1,0.72
4655,0,0,0.185
4656,0,1,0.175
4657,0,0,0.21
4658,0,0,0.5
4659,0,1,0.795
4660,0,1,0.795
4661,0,0,0.505
4662,0,1,0.515
4663,0,1,0.51
4664,0,1,0.765
4665,0,1,0.535
4666,0,0,0.4
4667,0,1,0.835
4668,0,0,0.46
4669,0,1,0.84
4670,0,1,0.705
4671,0,1,0.855
4672,0,0,0.545
4673,0,0,0.245
4674,0,1,0.535
4675,0,1,0.5
4676,0,1,0.65
4677,0,1,0.435
4678,0,1,0.735
4679,0,0,0.385
4680,0,1,0.54
4681,0,0,0.405
4682,0,0,0.44
4683,0,0,0.315
4684,0,0,0.385
4685,0,1,0.545
4686,0,1,0.7
4687,0,1,0.66
4688,0,1,0.53
4689,0,0,0.245
4690,0,1,0.48
4691,0,0,0.14
4692,0,0,0.355
4693,0,0,0.31
4694,0,1,0.365
4695,0,1,0.525
4696,0,1,0.55
4697,0,1,0.73
4698,0,1,0.61
4699,0,1,0.455
4700,0,0,0.6
4701,0,0,0.29
4702,0,0,0.36
4703,0,1,0.82
4704,0,1,0.215
4705,0,0,0.29
4706,0,1,0.64
4707,0,1,0.72
4708,0,0,0.545
4709,0,0,0.52
4710,0,0,0.405
4711,0,0,0.185
4712,0,1,0.695
4713,0,0,0.565
4714,0,0,0.115
4715,0,1,0.87
4716,0,1,0.675
4717,0,1,0.745
4718,0,0,0.39
4719,0,0,0.49
4720,0,1,0.655
4721,0,1,0.95
4722,0,1,0.795
4723,0,1,0.74
4724,0,0,0.135
4725,0,0,0.48
4726,0,1,0.78
4727,0,0,0.35
4728,0,0,0.315
4729,0,0,0.06
4730,0,0,0.355
4731,0,0,0.26
4732,0,1,0.84
4733,0,1,0.485
4734,0,1,0.095
4735,0,1,0.845
4736,0,1,0.725
4737,0,1,0.73
4738,0,1,0.535
4739,0,1,0.565
4740,0,1,0.71
4741,0,1,0.58
4742,0,1,0.555
4743,0,1,0.52
4744,0,1,0.86
4745,0,1,0.61
4746,0,0,0.195
4747,0,0,0.19
4748,0,1,0.705
4749,0,1,0.35
4750,0,1,0.36
4751,0,0,0.5
4752,0,0,0.31
4753,0,0,0.615
4754,0,0,0.325
4755,0,1,0.825
4756,0,1,0.665
4757,0,1,0.725
4758,0,1,0.81
4759,0,0,0.38
4760,0,0,0.265
4761,0,1,0.69
4762,0,0,0.475
4763,0,1,0.835
4764,0,0,0.37
4765,0,1,0.58
4766,0,1,0.485
4767,0,1,0.495
4768,0,0,0.415
4769,0,1,0.685
4770,0,1,0.735
4771,0,0,0.325
4772,0,0,0.33
4773,0,1,0.605
4774,0,1,0.55
4775,0,0,0.26
4776,0,1,0.755
4777,0,1,0.705
4778,0,0,0.57
4779,0,1,0.505
4780,0,0,0.425
4781,0,0,0.3
4782,0,0,0.23
4783,0,1,0.8
4784,0,1,0.415
4785,0,1,0.605
4786,0,1,0.645
4787,0,0,0.61
4788,0,1,0.605
4789,0,1,0.585
4790,0,0,0.285
4791,0,0,0.525
4792,0,1,0.595
4793,0,1,0.37
4794,0,1,0.745
4795,0,1,0.555
4796,0,0,0.13
4797,0,1,0.85
4798,0,0,0.29
4799,0,0,0.445
4800,0,0,0.395
4801,0,1,0.76
4802,0,0,0.145
4803,0,0,0.18
4804,0,0,0.285
4805,0,0,0.455
4806,0,0,0.655
4807,0,0,0.23
4808,0,0,0.235
4809,0,0,0.28
4810,0,0,0.3
4811,0,0,0.34
4812,0,1,0.76
4813,0,1,0.755
4814,0,0,0.395
4815,0,0,0.635
4816,0,0,0.595
4817,0,0,0.35
4818,0,1,0.485
4819,0,1,0.675
4820,0,1,0.355
4821,0,1,0.765
4822,0,1,0.825
4823,0,1,0.415
4824,0,0,0.225
4825,0,1,0.605
4826,0,0,0.45
4827,0,0,0.295
4828,0,1,0.535
4829,0,1,0.76
4830,0,0,0.155
4831,0,0,0.41
4832,0,1,0.67
4833,0,0,0.76
4834,0,1,0.765
4835,0,1,0.785
4836,0,0,0.19
4837,0,1,0.72
4838,0,1,0.75
4839,0,1,0.505
4840,0,0,0.14
4841,0,1,0.72
4842,0,0,0.28
4843,0,0,0.275
4844,0,0,0.175
4845,0,1,0.41
4846,0,0,0.375
4847,0,0,0.34
4848,0,1,0.62
4849,0,0,0.1
4850,0,1,0.845
4851,0,1,0.56
4852,0,1,0.295
4853,0,0,0.365
4854,0,0,0.25
4855,0,0,0.225
4856,0,0,0.34
4857,0,0,0.275
4858,0,0,0.155
4859,0,0,0.395
4860,0,0,0.44
4861,0,1,0.58
4862,0,0,0.3
4863,0,1,0.56
4864,0,0,0.565
4865,0,0,0.115
4866,0,1,0.845
4867,0,1,0.865
4868,0,1,0.58
4869,0,1,0.545
4870,0,0,0.155
4871,0,0,0.265
4872,0,0,0.68
4873,0,0,0.51
4874,0,0,0.395
4875,0,0,0.66
4876,0,1,0.42
4877,0,1,0.695
4878,0,1,0.755
4879,0,1,0.615
4880,0,1,0.645
4881,0,0,0.29
4882,0,1,0.8
4883,0,1,0.62
4884,0,1,0.61
4885,0,1,0.715
4886,0,0,0.26
4887,0,1,0.67
4888,0,1,0.67
4889,0,0,0.365
4890,0,0,0.535
4891,0,0,0.445
4892,0,0,0.335
4893,0,0,0.26
4894,0,1,0.59
4895,0,0,0.31
4896,0,0,0.57
4897,0,0,0.1
4898,0,0,0.22
4899,0,1,0.72
4900,0,1,0.725
4901,0,1,0.5
4902,0,1,0.525
4903,0,1,0.74
4904,0,0,0.29
4905,0,1,0.63
4906,0,1,0.86
4907,0,1,0.48
4908,0,0,0.585
4909,0,0,0.185
4910,0,1,0.605
4911,0,1,0.72
4912,0,1,0.73
4913,0,1,0.65
4914,0,1,0.76
4915,0,1,0.78
4916,0,0,0.115
4917,0,1,0.535
4918,0,1,0.645
4919,0,0,0.175
4920,0,1,0.65
4921,0,0,0.165
4922,0,1,0.535
4923,0,0,0.275
4924,0,0,0.35
4925,0,0,0.335
4926,0,0,0.135
4927,0,1,0.6
4928,0,0,0.325
4929,0,0,0.285
4930,0,0,0.29
4931,0,1,0.65
4932,0,1,0.465
4933,0,0,0.16
4934,0,1,0.305
4935,0,0,0.3
4936,0,1,0.495
4937,0,1,0.34
4938,0,0,0.44
4939,0,1,0.505
4940,0,1,0.545
4941,0,1,0.815
4942,0,1,0.77
4943,0,0,0.1
4944,0,0,0.175
4945,0,1,0.585
4946,0,1,0.685
4947,0,0,0.345
4948,0,1,0.575
4949,0,0,0.355
4950,0,0,0.66
4951,0,1,0.62
4952,0,0,0.615
4953,0,0,0.135
4954,0,0,0.215
4955,0,0,0.53
4956,0,0,0.48
4957,0,1,0.67
4958,0,0,0.21
4959,0,0,0.105
4960,0,0,0.53
4961,0,0,0.22
4962,0,1,0.58
4963,0,1,0.36
4964,0,0,0.31
4965,0,1,0.53
4966,0,1,0.65
4967,0,1,0.815
4968,0,0,0.525
4969,0,0,0.175
4970,0,1,0.92
4971,0,0,0.25
4972,0,0,0.47
4973,0,0,0.46
4974,0,1,0.595
4975,0,1,0.78
4976,0,0,0.605
4977,0,1,0.92
4978,0,0,0.33
4979,0,1,0.57
4980,0,1,0.48
4981,0,1,0.475
4982,0,0,0.59
4983,0,1,0.66
4984,0,0,0.41
4985,0,1,0.565
4986,0,1,0.875
4987,0,0,0.645
4988,0,1,0.46
4989,0,1,0.585
4990,0,1,0.265
4991,0,0,0.305
4992,0,0,0.325
4993,0,1,0.56
4994,0,1,0.51
4995,0,0,0.255
4996,0,1,0.595
4997,0,0,0.27
4998,0,0,0.205
4999,0,0,0.18
5000,0,1,0.625
5001,0,1,0.61
5002,0,0,0.255
5003,0,1,0.745
5004,0,0,0.595
5005,0,0,0.245
5006,0,0,0.76
5007,0,1,0.455
5008,0,1,0.65
5009,0,1,0.635
5010,0,0,0.405
5011,0,0,0.235
5012,0,1,0.81
5013,0,1,0.475
5014,0,0,0.235
5015,0,1,0.87
5016,0,1,0.72
5017,0,1,0.465
5018,0,1,0.525
5019,0,0,0.62
5020,0,0,0.425
5021,0,1,0.375
5022,0,0,0.18
5023,0,1,0.68
5024,0,1,0.76
5025,0,0,0.53
5026,0,0,0.455
5027,0,1,0.56
5028,0,0,0.73
5029,0,0,0.175
5030,0,1,0.455
5031,0,0,0.4
5032,0,0,0.51
5033,0,0,0.405
5034,0,0,0.415
5035,0,0,0.365
5036,0,1,0.69
5037,0,1,0.77
5038,0,0,0.58
5039,0,1,0.495
5040,0,0,0.23
5041,0,0,0.2
5042,0,0,0.555
5043,0,0,0.385
5044,0,1,0.515
5045,0,1,0.745
5046,0,0,0.415
5047,0,0,0.47
5048,0,1,0.54
5049,0,0,0.19
5050,0,1,0.57
5051,0,0,0.55
5052,0,0,0.465
5053,0,1,0.42
5054,0,1,0.56
5055,0,1,0.575
5056,0,1,0.73
5057,0,0,0.175
5058,0,0,0.255
5059,0,1,0.5
5060,0,1,0.675
5061,0,1,0.625
5062,0,1,0.855
5063,0,0,0.29
5064,0,0,0.48
5065,0,0,0.34
5066,0,1,0.625
5067,0,0,0.41
5068,0,0,0.26
5069,0,1,0.615
5070,0,1,0.475
5071,0,1,0.695
5072,0,0,0.475
5073,0,1,0.56
5074,0,1,0.69
5075,0,1,0.605
5076,0,0,0.4
5077,0,1,0.44
5078,0,1,0.705
5079,0,1,0.675
5080,0,1,0.73
5081,0,1,0.68
5082,0,1,0.63
5083,0,1,0.685
5084,0,0,0.48
5085,0,1,0.675
5086,0,1,0.6
5087,0,0,0.52
5088,0,1,0.755
5089,0,0,0.19
5090,0,1,0.56
5091,0,0,0.365
5092,0,1,0.56
5093,0,1,0.53
5094,0,0,0.53
5095,0,0,0.465
5096,0,1,0.67
5097,0,1,0.79
5098,0,1,0.5
5099,0,0,0.27
5100,0,0,0.375
5101,0,1,0.69
5102,0,0,0.46
5103,0,0,0.32
5104,0,0,0.36
5105,0,1,0.775
5106,0,1,0.47
5107,0,0,0.68
5108,0,1,0.855
5109,0,1,0.69
5110,0,0,0.57
5111,0,1,0.57
5112,0,1,0.415
5113,0,1,0.16
5114,0,1,0.515
5115,0,1,0.435
5116,0,0,0.49
5117,0,0,0.31
5118,0,0,0.505
5119,0,0,0.365
5120,0,0,0.41
5121,0,1,0.79
5122,0,0,0.545
5123,0,1,0.89
5124,0,0,0.45
5125,0,0,0.11
5126,0,1,0.485
5127,0,1,0.72
5128,0,1,0.585
5129,0,0,0.18
5130,0,1,0.33
5131,0,0,0.54
5132,0,1,0.62
5133,0,0,0.235
5134,0,0,0.295
5135,0,0,0.435
5136,0,1,0.515
5137,0,0,0.245
5138,0,0,0.105
5139,0,0,0.315
5140,0,1,0.61
5141,0,0,0.625
5142,0,0,0.725
5143,0,0,0.065
5144,0,1,0.365
5145,0,0,0.62
5146,0,0,0.2
5147,0,1,0.67
5148,0,0,0.18
5149,0,0,0.45
5150,0,1,0.56
5151,0,1,0.36
5152,0,0,0.415
5153,0,1,0.525
5154,0,1,0.61
5155,0,1,0.66
5156,0,0,0.49
5157,0,1,0.71
5158,0,1,0.63
5159,0,1,0.85
5160,0,0,0.515
5161,0,1,0.505
5162,0,1,0.46
5163,0,0,0.385
5164,0,0,0.385
5165,0,1,0.515
5166,0,1,0.585
5167,0,0,0.17
5168,0,1,0.67
5169,0,0,0.46
5170,0,0,0.24
5171,0,0,0.285
5172,0,0,0.525
5173,0,0,0.25
5174,0,0,0.355
5175,0,1,0.91
5176,0,0,0.345
5177,0,1,0.43
5178,0,1,0.51
5179,0,1,0.705
5180,0,0,0.2
5181,0,0,0.21
5182,0,0,0.12
5183,0,0,0.2
5184,0,1,0.495
5185,0,0,0.265
5186,0,0,0.38
5187,0,0,0.205
5188,0,1,0.725
5189,0,0,0.3
5190,0,1,0.72
5191,0,0,0.22
5192,0,1,0.835
5193,0,0,0.52
5194,0,0,0.275
5195,0,1,0.66
5196,0,1,0.61
5197,0,1,0.575
5198,0,0,0.525
5199,0,0,0.475
5200,0,0,0.265
5201,0,0,0.76
5202,0,0,0.49
5203,0,1,0.51
5204,0,1,0.6
5205,0,0,0.255
5206,0,1,0.53
5207,0,0,0.325
5208,0,0,0.365
5209,0,0,0.145
5210,0,0,0.32
5211,0,0,0.33
5212,0,0,0.315
5213,0,0,0.215
5214,0,0,0.285
5215,0,0,0.205
5216,0,0,0.29
5217,0,1,0.6
5218,0,0,0.095
5219,0,1,0.895
5220,0,0,0.485
5221,0,1,0.52
5222,0,0,0.395
5223,0,0,0.625
5224,0,1,0.545
5225,0,0,0.56
5226,0,1,0.73
5227,0,1,0.835
5228,0,1,0.45
5229,0,1,0.605
5230,0,1,0.665
5231,0,0,0.395
5232,0,0,0.475
5233,0,1,0.53
5234,0,0,0.34
5235,0,1,0.52
5236,0,0,0.305
5237,0,1,0.655
5238,0,1,0.775
5239,0,0,0.32
5240,0,1,0.7
5241,0,0,0.385
5242,0,0,0.255
5243,0,0,0.395
5244,0,0,0.33
5245,0,0,0.22
5246,0,1,0.695
5247,0,0,0.32
5248,0,0,0.315
5249,0,1,0.485
5250,0,0,0.435
5251,0,1,0.87
5252,0,1,0.475
5253,0,1,0.665
5254,0,0,0.225
5255,0,0,0.245
5256,0,0,0.31
5257,0,0,0.38
5258,0,0,0.585
5259,0,0,0.37
5260,0,0,0.34
5261,0,1,0.735
5262,0,1,0.825
5263,0,1,0.555
5264,0,0,0.53
5265,0,0,0.12
5266,0,1,0.74
5267,0,1,0.44
5268,0,0,0.345
5269,0,0,0.495
5270,0,0,0.3
5271,0,1,0.75
5272,0,0,0.435
5273,0,1,0.795
5274,0,0,0.545
5275,0,0,0.305
5276,0,1,0.68
5277,0,1,0.595
5278,0,1,0.78
5279,0,0,0.425
5280,0,0,0.3
5281,0,1,0.645
5282,0,1,0.595
5283,0,0,0.3
5284,0,0,0.38
5285,0,0,0.415
5286,0,0,0.32
5287,0,0,0.34
5288,0,0,0.285
5289,0,1,0.93
5290,0,0,0.48
5291,0,1,0.63
5292,0,1,0.54
5293,0,0,0.45
5294,0,1,0.545
5295,0,1,0.57
5296,0,0,0.41
5297,0,0,0.395
5298,0,0,0.375
5299,0,1,0.465
5300,0,0,0.26
5301,0,1,0.475
5302,0,0,0.485
5303,0,0,0.22
5304,0,0,0.515
5305,0,0,0.265
5306,0,0,0.46
5307,0,1,0.625
5308,0,0,0.43
5309,0,0,0.1
5310,0,1,0.72
5311,0,0,0.36
5312,0,1,0.605
5313,0,0,0.405
5314,0,0,0.325
5315,0,0,0.185
5316,0,1,0.645
5317,0,0,0.34
5318,0,1,0.115
5319,0,1,0.725
5320,0,1,0.67
5321,0,0,0.295
5322,0,0,0.2
5323,0,1,0.82
5324,0,1,0.835
5325,0,1,0.435
5326,0,0,0.32
5327,0,1,0.445
5328,0,1,0.57
5329,0,1,0.87
5330,0,1,0.62
5331,0,0,0.21
5332,0,1,0.59
5333,0,1,0.66
5334,0,0,0.285
5335,0,0,0.445
5336,0,1,0.82
5337,0,0,0.46
5338,0,1,0.585
5339,0,1,0.615
5340,0,0,0.365
5341,0,1,0.445
5342,0,0,0.28
5343,0,0,0.515
5344,0,0,0.105
5345,0,0,0.47
5346,0,1,0.38
5347,0,1,0.475
5348,0,0,0.52
5349,0,0,0.13
5350,0,0,0.575
5351,0,0,0.29
5352,0,1,0.4
5353,0,0,0.1
5354,0,1,0.645
5355,0,1,0.525
5356,0,1,0.295
5357,0,1,0.565
5358,0,1,0.69
5359,0,0,0.6
5360,0,1,0.595
5361,0,1,0.715
5362,0,0,0.355
5363,0,0,0.35
5364,0,1,0.785
5365,0,0,0.615
5366,0,1,0.57
5367,0,1,0.62
5368,0,0,0.295
5369,0,1,0.455
5370,0,0,0.615
5371,0,0,0.2
5372,0,1,0.675
5373,0,0,0.465
5374,0,0,0.34
5375,0,1,0.67
5376,0,0,0.265
5377,0,0,0.31
5378,0,0,0.315
5379,0,0,0.31
5380,0,1,0.495
5381,0,1,0.78
5382,0,1,0.785
5383,0,1,0.63
5384,0,1,0.77
5385,0,0,0.295
5386,0,0,0.185
5387,0,1,0.52
5388,0,1,0.835
5389,0,0,0.385
5390,0,1,0.485
5391,0,1,0.81
5392,0,0,0.175
5393,0,1,0.725
5394,0,1,0.69
5395,0,0,0.495
5396,0,0,0.15
5397,0,1,0.655
5398,0,1,0.615
5399,0,1,0.295
5400,0,0,0.38
5401,0,1,0.505
5402,0,1,0.27
5403,0,0,0.485
5404,0,0,0.465
5405,0,0,0.43
5406,0,0,0.395
5407,0,1,0.65
5408,0,0,0.44
5409,0,0,0.375
5410,0,1,0.735
5411,0,1,0.63
5412,0,1,0.41
5413,0,1,0.665
5414,0,0,0.39
5415,0,0,0.42
5416,0,0,0.22
5417,0,0,0.445
5418,0,1,0.805
5419,0,0,0.27
5420,0,1,0.795
5421,0,0,0.36
5422,0,0,0.125
5423,0,0,0.455
5424,0,0,0.35
5425,0,1,0.56
5426,0,1,0.845
5427,0,1,0.17
5428,0,0,0.55
5429,0,0,0.165
5430,0,1,0.705
5431,0,0,0.53
5432,0,1,0.825
5433,0,0,0.49
5434,0,0,0.095
5435,0,0,0.435
5436,0,1,0.645
5437,0,0,0.28
5438,0,1,0.245
5439,0,0,0.54
5440,0,0,0.615
5441,0,0,0.355
5442,0,0,0.325
5443,0,1,0.735
5444,0,0,0.42
5445,0,1,0.87
5446,0,1,0.67
5447,0,0,0.43
5448,0,1,0.845
5449,0,0,0.75
5450,0,0,0.225
5451,0,1,0.475
5452,0,0,0.3
5453,0,0,0.275
5454,0,0,0.335
5455,0,1,0.765
5456,0,1,0.75
5457,0,1,0.62
5458,0,1,0.72
5459,0,0,0.125
5460,0,0,0.355
5461,0,0,0.24
5462,0,1,0.815
5463,0,0,0.16
5464,0,0,0.375
5465,0,1,0.62
5466,0,1,0.325
5467,0,1,0.45
5468,0,0,0.515
5469,0,0,0.48
5470,0,0,0.725
5471,0,0,0.295
5472,0,1,0.815
5473,0,1,0.77
5474,0,0,0.53
5475,0,0,0.37
5476,0,0,0.235
5477,0,1,0.64
5478,0,0,0.315
5479,0,0,0.445
5480,0,0,0.32
5481,0,1,0.88
5482,0,0,0.135
5483,0,0,0.225
5484,0,0,0.405
5485,0,1,0.84
5486,0,0,0.505
5487,0,0,0.335
5488,0,0,0.34
5489,0,1,0.815
5490,0,0,0.365
5491,0,1,0.56
5492,0,1,0.655
5493,0,1,0.525
5494,0,0,0.335
5495,0,0,0.47
5496,0,1,0.395
5497,0,1,0.7
5498,0,1,0.665
5499,0,0,0.495
5500,0,0,0.255
5501,0,1,0.87
5502,0,0,0.39
5503,0,0,0.2
5504,0,0,0.545
5505,0,0,0.42
5506,0,0,0.79
5507,0,1,0.58
5508,0,0,0.08
5509,0,0,0.15
5510,0,0,0.195
5511,0,1,0.585
5512,0,0,0.325
5513,0,1,0.495
5514,0,0,0.385
5515,0,0,0.4
5516,0,0,0.36
5517,0,1,0.67
5518,0,0,0.455
5519,0,1,0.8
5520,0,0,0.445
5521,0,0,0.25
5522,0,1,0.32
5523,0,1,0.655
5524,0,0,0.61
5525,0,0,0.25
